date,nomR,pop,GDPdeflator,P,C,I,Y,M2,c,i,y,realbalance,cy,iy,realR
2014q1,.3,41906.83,105.84337,1.7957511,35.880871,13.197417,62.096439,.00052117434,3.5802042,2.5800211,4.1286888,-7.5594258,-.54848456,-1.5486677,-1.4957511
2014q2,.3,41971.723,106.41184,2.1426101,35.887417,13.030058,61.915184,.00052560424,3.5803866,2.5672588,4.1257653,-7.550962,-.54537868,-1.5585065,-1.8426101
2014q3,.16,42072.032,106.77213,1.3520088,35.953106,12.890527,61.901615,.00052832515,3.5822155,2.5564926,4.1255465,-7.5457988,-.54333091,-1.5690539,-1.1920089
2014q4,.08,42024.574,107.24121,1.753485,36.26902,13.041115,62.46246,.00053233292,3.5909638,2.5681071,4.1345658,-7.5382414,-.54360199,-1.5664587,-1.6734849
2015q1,.05,42210.385,107.8934,2.4252467,36.242985,13.050238,62.284607,.00054228801,3.5902457,2.5688064,4.1317143,-7.5197134,-.54146862,-1.5629079,-2.3752468
2015q2,-.01,42081.006,108.51785,2.3083634,36.515945,13.102276,62.775478,.00055170874,3.597749,2.5727859,4.1395645,-7.5024905,-.54181552,-1.5667787,-2.3183634
2015q3,-.03,42075.969,108.78181,.9717896,36.723114,13.12053,62.896313,.00055871624,3.6034064,2.5741782,4.1414876,-7.4898686,-.53808117,-1.5673094,-1.0017896
2015q4,-.09,42393.992,109.4343,2.3920898,36.577263,13.233836,62.597904,.0005617158,3.5994267,2.5827768,4.1367316,-7.4845147,-.53730488,-1.5539548,-2.4820898
2016q1,-.19,42997.215,109.70532,.98942125,36.286102,13.262767,62.132046,.00056281255,3.5914347,2.5849607,4.129262,-7.482564,-.53782725,-1.5443013,-1.1794213
2016q2,-.26,42977.491,110.06654,1.314869,36.373425,13.06233,62.424362,.00056917162,3.5938385,2.5697324,4.1339555,-7.4713287,-.54011703,-1.5642231,-1.574869
2016q3,-.3,43347.931,110.20062,.48699635,36.206047,12.955331,61.963799,.00057065475,3.5892262,2.5615075,4.1265502,-7.4687262,-.53732395,-1.5650427,-.78699636
2016q4,-.31,,110.78096,2.1009493,,,,,,,,,,,-2.4109492
2017q1,,,,,,,,,,,,,,,
